URL,Location,Sale_Type,Description,Agents
https://www.barfoot.co.nz/property/residential/auckland-city/avondale/townhouse/929705,"Lot 8/11&15 St Jude Street, Avondale",For sale by negotiation,"Corner Dual-Level Home- Selling Off Plan

An exciting opportunity awaits in the rapidly growing community of Avondale. This brand-new dual-level residence has been thoughtfully designed to provide flexibility, privacy, and modern comfort – making it a smart choice for extended families, home-and-income living, or savvy investors.

Available off plan now, with an estimated completion in September 2026, this well-planned home offers multiple layout options and the rare opportunity to personalise selected finishes, including carpet and flooring, during the early purchase stage.

Positioned on a sun-filled corner site, the home enjoys excellent natural light, added privacy, and a functional design that allows two levels to operate independently while still feeling connected.

Property Highlights:

Flexible two-level dual-living layout
2 bedrooms | 2 bathrooms
2 living areas
2 kitchens – ideal for extended family or rental income
Corner site offering enhanced light and space
Customisable carpet and flooring selections
10-Year Master Build Guarantee

Upper Level

Open-plan kitchen and dining area opening to a sunny balcony
Comfortable living space flowing to a second balcony
One well-appointed bedroom
One modern bathroom
Elevated position with abundant natural light

Lower Level

Open-plan kitchen and dining connecting to an outdoor deck
Living area extending to a second deck space
One bedroom
One bathroom
Excellent indoor-outdoor flow for relaxed living

Convenient Location

Enjoy the benefits of living close to everything in Avondale:
Walking distance to Avondale Primary School, Avondale Intermediate, and Avondale College
Minutes to Avondale town centre shops and daily amenities
Easy access to train services and regular bus routes
Quick motorway connections and major transport corridors
Short drive to large West Auckland shopping destinations

Whether you plan to live in one level and rent the other, accommodate extended family, or secure a modern investment in a high-growth West Auckland location, this brand-new opportunity delivers flexibility and future value.

Get in touch today to request the full information pack or secure your preferred unit early.

Read more",Sandy Wang : 027216 8388 | Jessie Liang : 0210837 1671
https://www.barfoot.co.nz/property/residential/auckland-city/avondale/townhouse/929864,"Lot 3/11&15 St Jude Street, Avondale",For sale by negotiation,"Spacious Living in Growing Avondale

Positioned on a sunny corner site in the heart of Avondale, this brand-new development presents a fantastic opportunity to secure a modern home in one of West Auckland’s fast-growing neighbourhoods. Thoughtfully designed across three levels, these residences combine smart layouts, comfortable living, and long-term investment potential.

Currently available off-plan with an estimated completion in September 2026, buyers have the exciting opportunity to choose from multiple layout options and personalise elements such as flooring and carpet selections during the early stage of construction.

Property Features:

Brand new three-level townhouse
Floor area: 104.28 sqm
2 bedrooms, 2.5 bathrooms – both bedrooms feature private ensuites
Internal access single garage for convenience and security
10-Year Master Build Warranty for peace of mind

Layout Highlights:

Ground Floor: Internal access garage
Second Floor: Open-plan kitchen and dining area, seamlessly connecting to a sunny deck with excellent indoor–outdoor flow
Third Floor: Two spacious bedrooms, each with its own ensuite bathroom

Location Advantages:

Handy to Avondale town centre shops and daily amenities
Easy access to train station and frequent bus routes
Convenient motorway and arterial road connections
Short drive to major shopping hubs
High-growth West Auckland neighbourhood
Zoned for local schools including Avondale Primary School, Avondale Intermediate, and Avondale College

Secure Your Spot Early

Whether you’re searching for a stylish new home, a lock-up-and-leave lifestyle, or a smart investment in a rapidly developing suburb, this off-plan opportunity is well worth your attention.

Get in touch today for the full information pack or to reserve your preferred unit before construction progresses.


Read more",Sandy Wang : 027216 8388 | Lena Liu : 021198 3911
https://www.barfoot.co.nz/property/residential/auckland-city/avondale/unit/929505,"6/164 Blockhouse Bay Road, Avondale",For sale by negotiation,"Open home for 6/164 Blockhouse Bay Road, Avondale. Starting at 11:00AM and finishing at 11:30AM 

Open home for listing ID:929505. Listing by Monica Bajaj from Barfoot & Thompson.",Monica Bajaj : 021268 3963 | David Wang : 022070 3399
https://www.barfoot.co.nz/property/residential/auckland-city/blockhouse-bay/house/929433,"8 Bellamy Place, Blockhouse Bay",Auction Thursday 2nd April 2026(unless sold prior),"Open home for 8 Bellamy Place, Blockhouse Bay. Starting at 02:00PM and finishing at 02:30PM 

Open home for listing ID:929433. Listing by Heather Hannah from Barfoot & Thompson.",Heather Hannah : 021762 260
https://www.barfoot.co.nz/property/residential/auckland-city/city-centre/apartment/928711,"2603/10 Commerce Street, City Centre",Deadline sale closes 25th February 2026 at 12:00AM(unless sold prior),"Luxury 1 Bed in Prestigious Pacifica

Elevate your lifestyle with this spacious 70sqm (approx.) stylish 1 bedroom, 1 bathroom apartment in the iconic Pacifica — one of Auckland’s most prestigious residential towers. Designed for modern city living, this contemporary residence offers quality finishes, a well-appointed kitchen, and a light-filled open-plan layout. Positioned in the heart of Auckland CBD, you’ll enjoy easy access to Britomart, Commercial Bay, world-class dining, shopping and vibrant waterfront living.

Key Features:

1 bedroom, 1 bathroom modern apartment
North-facing with spectacular sea view
Light-filled interiors with floor-to-ceiling glazing
Bosch kitchen appliances & quality finishes
Freehold Title
Residents’ lounge, private cinema & library
20m heated lap pool, spa, sauna & steam rooms
Fully equipped gym & outdoor training area
Community terrace & BBQ entertaining spaces
24-hour concierge service & luxury lobby experience

Whether you’re a professional seeking a lock-up-and-leave lifestyle, a city lover wanting premium living, or an investor looking for a prestigious CBD address, this Pacifica apartment offers comfort, convenience and sophistication in one of Auckland’s most sought-after developments.

Contact us today to arrange your private viewing, and experience luxury city living at The Pacifica for yourself.

Read more",Annie Xu : 022179 7708
https://www.barfoot.co.nz/property/residential/auckland-city/city-centre/apartment/929079,"2105/8 Airedale Street, City Centre","$689,000","Stunning Seaview CBD living

You won’t want to miss this sunny, North-east facing, 2 bedroom + 1 study apartment in one of Auckland CBD’s most sought-after buildings, ‘Queens Residence.’ Completed in mid-2016 and built to meet the latest building code standards, this well-positioned home sits high on the 21st floor, offering fantastic views of the harbour and vibrant cityscape from its spacious balcony.

The apartment has much more to offer:

Stratum in Freehold title
2 decent-sized bedrooms + 1 study (which can be used as a 3rd bedroom)
2 contemporary bathrooms including one ensuite
Total floor size of approx. 70sqm including an 8sqm balcony
North-east facing Corner unit with stunning sea views
Current vacant, ready for you to move in or rent out
Rental appraisal: $720-750/p.w

Annual outgoings:

BC levy: $5,731.81/p.a
City council rates: $2,298/p.a

This lovely city apartment is in a complex with a gym, steam room, and swimming pool, plus three convenient entrances from Airedale, Queen, and Wakefield Streets. With affordable body corporate fees, it’s a great low-maintenance option.

In zone for excellent schools including Auckland Grammar, the apartment is just moments from public transport, the University of Auckland, and AUT. You’re also within walking distance to Aotea Square, Event Cinemas, restaurants, shopping, and entertainment.

Perfect for city professionals, students, or savvy investors looking for a quality property in a prime location. Highly motivated overseas vendor – must sell! Contact Selina today to arrange a viewing.

Read more",Selina Zheng : 021049 7697
https://www.barfoot.co.nz/property/residential/auckland-city/city-centre/apartment/929789,"409/438 Queen Street, City Centre","$489,000","Be Quick! Super Bargain in Queen Square

Step into sophisticated urban living with this stylish apartment in the prestigious Queens Square complex. Perfectly positioned on Auckland’s iconic Queen Street, you’ll enjoy unbeatable access to the city’s best shopping, dining, entertainment, and lifestyle attractions.

Key features:

Stratum in Freehold title
Built in 2018 with the latest building code and regulations
Total floor size of approx. 60sqm including an 8sqm balcony
One decent bedroom plus one flexi room (which can be used as a second bedroom)
Open plan living & dining with full height slider and windows capturing plenty of natural lights
Use of the building's facilities including an indoor lap heated pool, GYM, and steam room
Zoned for Auckland Grammar School, Freemans Bay School and Ponsonby Intermediate
Current weekly rental income of $600/pw, with a periodic term
Rental appraisal: $600-650/p.w

Annual Outgoings:

City Council Rates: $2,117.94/p.a
Body Corporate Levy: $5,159.72/p.a

Live right in the heart of Auckland’s vibrant city centre. Opposite ACG and Myers Park, and just a short walk to AUT, the City Library, and the University of Auckland. Everything you need is within easy reach.

Developed by the well-regarded Conrad Properties Group, Queens Square was completed to a high standard in 2018. Residents enjoy a secure gated community, a beautiful landscaped courtyard, an on-site building manager, and excellent wellness facilities.

This is a rare opportunity to secure a quality apartment in one of Auckland’s most sought-after inner-city locations. Motivated vendor instructs to sell! Don't delay, contact us for more details and book a private viewing!

Read more",Selina Zheng : 021049 7697 | Alan Chen : 021069 7689
https://www.barfoot.co.nz/property/residential/auckland-city/city-centre/apartment/929920,"705/147 Victoria Street West, City Centre",Auction Wednesday 25th March 2026(unless sold prior),"Open home for 705/147 Victoria Street West, City Centre. Starting at 02:30PM and finishing at 03:00PM 

Open home for listing ID:929920. Listing by Gloria Zeng from Barfoot & Thompson.",Gloria Zeng : 021628 681 | Victor Lai : 021636 228
https://www.barfoot.co.nz/property/residential/auckland-city/city-centre/apartment/930084,"5A/28-36 Wellesley Street East, City Centre",Tender closes 9th April at 4:00pm(unless sold prior),"Open home for 5A/28-36 Wellesley Street East, City Centre. Starting at 11:00AM and finishing at 11:30AM 

Open home for listing ID:930084. Listing by Leila MacDonald from Barfoot & Thompson.",Leila MacDonald : 021928 926 | David MacDonald : 021650 901
https://www.barfoot.co.nz/property/residential/auckland-city/city-centre/apartment/930689,"307/47 Wakefield Street, City Centre","$189,000","Priced to Sell. Freehold by the Universities

“SUN Apartments” Freehold 23m² floor area, Studio Apartment for sale! With a potential 7% net return at $350 per week (rental appraisal) and reasonable outgoings.

Positioned across the street to AUT and down the street from the University of Auckland, walking distance to Auckland Gallery, Aotea Square, Auckland Cinemas, The Civic, Q Theatre, Albert Park, Auckland Hospital and Auckland Grammar Zone (Boys & Girls).

Could be a great little spot for Airbnb or a Lock and Leave.

Read more",Leo Shin : 027777 9982 | Stephen Shin : 021982 980
https://www.barfoot.co.nz/property/residential/auckland-city/eden-terrace/apartment/930040,"3K/20 Charlotte Street, Eden Terrace","$449,000","Open home for 3K/20 Charlotte Street, Eden Terrace. Starting at 01:00PM and finishing at 01:30PM 

Open home for listing ID:930040. Listing by Kim Jin from Barfoot & Thompson.",Kim Jin : 021395 888 | Alina Yang : 021608 219
https://www.barfoot.co.nz/property/residential/auckland-city/ellerslie/house-on-cross-lease/927704,"1/2 Marua Road, Ellerslie",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 1/2 Marua Road, Ellerslie. Starting at 12:30PM and finishing at 01:00PM 

Open home for listing ID:927704. Listing by Steve Hood from Barfoot & Thompson.",Steve Hood : 021911 606 | Rawdon Christie : 027459 2951
https://www.barfoot.co.nz/property/residential/auckland-city/ellerslie/house-on-cross-lease/927709,"2/2 Marua Road, Ellerslie",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 2/2 Marua Road, Ellerslie. Starting at 12:30PM and finishing at 01:00PM 

Open home for listing ID:927709. Listing by Steve Hood from Barfoot & Thompson.",Steve Hood : 021911 606 | Rawdon Christie : 027459 2951
https://www.barfoot.co.nz/property/residential/auckland-city/ellerslie/townhouse/930587,"57/666B Great South Road, Ellerslie",For sale by negotiation,"Open home for 57/666B Great South Road, Ellerslie. Starting at 03:30PM and finishing at 04:00PM 

Open home for listing ID:930587. Listing by Melinda Huang from Barfoot & Thompson.",Melinda Huang : 021167 7532 | Cristy Han : 022498 4953
https://www.barfoot.co.nz/property/residential/auckland-city/epsom/house/929958,"1C Atherton Road, Epsom",Deadline sale closes 1st April 2026 at 4:00PM(unless sold prior),"Open home for 1C Atherton Road, Epsom. Starting at 02:00PM and finishing at 02:30PM 

Open home for listing ID:929958. Listing by Ben Feng from Barfoot & Thompson.",Ben Feng : 021618 189 | Cindy To : 021258 5580
https://www.barfoot.co.nz/property/residential/auckland-city/epsom/house/930351,"26 Cornwall Park Avenue, Epsom",Auction Wednesday 1st April 2026(will not be sold prior),"Prestige Address. Pure Opportunity

This is not a family home campaign.
This is a strategic acquisition.

Positioned in blue-chip Epsom, moments from iconic Cornwall Park, this is about land, location, and long-term upside.

Freehold 395m² (MOL) site.
Methamphetamine readings have been recorded within the dwelling.
The property is being sold strictly “as is, where is.”
No internal access will be available.

That’s the reality.

Now here’s the opportunity.

Cornwall Park Avenue is a tightly held, premium street where underlying value is driven by position, schooling, and prestige. Properties here are not bought on kitchen finishes; they are secured for what they represent long term.

This will suit:

Experienced builders
Developers
Land-bankers
Investors comfortable with remediation, demolition, or redevelopment

No open homes. No tyre-kickers. No emotional buyers competing with you.

The property will not be sold prior, but it will be sold.

If you understand what an address like this means and you have the capability to act, call me now for an information pack.

Opportunities like this don’t come neatly packaged. They come decisively.

Read more",Alan Vessey : 021663 000
https://www.barfoot.co.nz/property/residential/auckland-city/epsom/house/930484,"494 Manukau Road, Epsom",Deadline sale closes 1st April 2026 at 4:00PM(unless sold prior),"Open home for 494 Manukau Road, Epsom. Starting at 02:00PM and finishing at 02:30PM 

Open home for listing ID:930484. Listing by Wayne Guo from Barfoot & Thompson.",Wayne Guo : 021680 263 | Coco Wang : 021021 98555
https://www.barfoot.co.nz/property/residential/auckland-city/glendowie/house/928116,"25 Chesterfield Avenue, Glendowie",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 25 Chesterfield Avenue, Glendowie. Starting at 12:00PM and finishing at 12:30PM 

Open home for listing ID:928116. Listing by Aaron Foss from Barfoot & Thompson.",Aaron Foss : 021367 791
https://www.barfoot.co.nz/property/residential/auckland-city/glendowie/house/929786,"58 Whitehaven Road, Glendowie",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 58 Whitehaven Road, Glendowie. Starting at 04:00PM and finishing at 04:30PM 

Open home for listing ID:929786. Listing by Kelly Midwood from Barfoot & Thompson.",Kelly Midwood : 021407 416
https://www.barfoot.co.nz/property/residential/auckland-city/glendowie/townhouse/929247,"24C Sierra Street, Glendowie",For sale by negotiation,"Open home for 24C Sierra Street, Glendowie. Starting at 11:00AM and finishing at 11:30AM 

Open home for listing ID:929247. Listing by Veronica Schoonraad from Barfoot & Thompson.",Veronica Schoonraad : 021358 270 | Robert Ballard : 022682 0063
https://www.barfoot.co.nz/property/residential/auckland-city/grafton/apartment/930172,"301/6A Nugent Street, Grafton",Deadline sale closes 2nd April 2026 at 3:00PM(unless sold prior),"Open home for 301/6A Nugent Street, Grafton. Starting at 01:00PM and finishing at 01:30PM 

Open home for listing ID:930172. Listing by Michelle Zhang from Barfoot & Thompson.",Michelle Zhang : 021768 668
https://www.barfoot.co.nz/property/residential/auckland-city/greenlane/house/926829,"2D Korau Road, Greenlane",Auction Thursday 26th March 2026(unless sold prior),"Open home for 2D Korau Road, Greenlane. Starting at 01:00PM and finishing at 01:30PM 

Open home for listing ID:926829. Listing by Vincent Fong from Barfoot & Thompson.",Vincent Fong : 021866 932 | Julia Zhu : 027274 7999
https://www.barfoot.co.nz/property/residential/auckland-city/greenlane/house/928996,"7a Wheturangi Road, Greenlane",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 7a Wheturangi Road, Greenlane. Starting at 12:30PM and finishing at 01:00PM 

Open home for listing ID:928996. Listing by Sean Lee from Barfoot & Thompson.",Sean Lee : 021717 283 | Jean Ham : 021635 601
https://www.barfoot.co.nz/property/residential/auckland-city/greenlane/townhouse/927621,"48D Konini Road, Greenlane",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 48D Konini Road, Greenlane. Starting at 11:00AM and finishing at 11:30AM 

Open home for listing ID:927621. Listing by Eugene Yamamoto from Barfoot & Thompson.",Eugene Yamamoto : 021683 889
https://www.barfoot.co.nz/property/residential/auckland-city/greenlane/townhouse/930229,"1B Kawau Road, Greenlane",Auction Wednesday 8th April 2026(unless sold prior),"Open home for 1B Kawau Road, Greenlane. Starting at 11:30AM and finishing at 12:00PM 

Open home for listing ID:930229. Listing by George Fong from Barfoot & Thompson.",George Fong : 021318 228 | Amy Xiong : 021339 389
https://www.barfoot.co.nz/property/residential/auckland-city/grey-lynn/apartment/929346,"405/23A Pollen Street, Grey Lynn",Deadline sale closes 1st April 2026 at 3:00PM(unless sold prior),"Open home for 405/23A Pollen Street, Grey Lynn. Starting at 11:45AM and finishing at 12:15PM 

Open home for listing ID:929346. Listing by Carl Watkins from Barfoot & Thompson.",Carl Watkins : 021424 736
https://www.barfoot.co.nz/property/residential/auckland-city/herne-bay/house/929014,"19 Emmett Street, Herne Bay",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 19 Emmett Street, Herne Bay. Starting at 12:00PM and finishing at 12:45PM 

Open home for listing ID:929014. Listing by John Gore from Barfoot & Thompson.",John Gore : 021985 123 | Steven Zhu : 021181 5531
https://www.barfoot.co.nz/property/residential/auckland-city/herne-bay/house/930822,"31 Sentinel Road, Herne Bay",Deadline sale closes 1st April 2026 at 4:00PM(unless sold prior),"Open home for 31 Sentinel Road, Herne Bay. Starting at 01:00PM and finishing at 01:30PM 

Open home for listing ID:930822. Listing by Matt O'Brien from Barfoot & Thompson.",Matt O'Brien : 021687 866
https://www.barfoot.co.nz/property/residential/auckland-city/hillsborough/house/929089,"16 Belfast Street, Hillsborough",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 16 Belfast Street, Hillsborough. Starting at 02:00PM and finishing at 02:30PM 

Open home for listing ID:929089. Listing by Wayne Guo from Barfoot & Thompson.",Wayne Guo : 021680 263
https://www.barfoot.co.nz/property/residential/auckland-city/hillsborough/house/929248,"13A Aldersgate Road, Hillsborough",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 13A Aldersgate Road, Hillsborough. Starting at 03:00PM and finishing at 03:30PM 

Open home for listing ID:929248. Listing by Ash Suares from Barfoot & Thompson.",Ash Suares : 021231 9801 | Giyora Barzilay : 027534 4809
https://www.barfoot.co.nz/property/residential/auckland-city/hillsborough/house/930854,"9 Lindsay Place, Hillsborough",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 9 Lindsay Place, Hillsborough. Starting at 05:00PM and finishing at 06:00PM 

Open home for listing ID:930854. Listing by Lucretia Prasad from Barfoot & Thompson.",Lucretia Prasad : 020400 68562 | Mary Shaw : 021158 2214
